4, 0.149997,-0.41,9.27007
4, 3.21999,-0.41,9.27007
4, 6.43005,-0.41,9.27007
4, 9.49012,-0.41,9.27007
4, 12.7202,-0.41,9.27007
4, 15.7903,-0.41,9.27007
4, 15.7903,-0.41,6.05
4, 15.7903,-0.41,2.61995
4, 15.7903,-0.41,-0.470047
4, 15.7903,-0.41,-3.52004
4, 15.7903,-0.41,-6.6301
4, 12.6702,-0.41,-6.6301
4, 9.56016,-0.41,-6.6301
4, 6.38008,-0.41,-6.6301
4, 3.29003,-0.41,-6.6301
4, 0.060034,-0.41,-6.6301
4, 0.060034,-0.41,-3.34004
4, 3.30003,-0.41,0.0299531
4, 0.160034,-0.41,3.06995
4, 0.160034,-0.35,6.1
4, -3.02996,-0.35,6.23
4, -9.16008,-0.45,6.08
